Product,Brand,Product Code,Product Specification,Price,Inward Date,Dispatch Date,Quantity Sold,Customer Name,Customer Location,Region,Core Specification,Processor Specification,RAM,ROM,SSD
Mobile Phone,Asus,F0A4604A,Get cold study sense individual speak.,138479,2023-08-26,2023-10-11,4,Elizabeth Warren,Kellyview,North,N/A,MediaTek Helio,16GB,64GB,N/A
Mobile Phone,Toshiba,8AEAB67D,Identify keep general first hit rock man.,81544,2023-12-29,2024-01-14,10,Wesley Perez,Lake Rogershire,Central,N/A,MediaTek Helio,16GB,512GB,N/A
Laptop,Microsoft,BC9C87B4,Step stop score south information black window mention specific you prevent.,157481,2023-11-05,2023-11-16,10,Vicki Richardson,New Charleshaven,North,Ryzen 5,Ryzen 5,16GB,256GB,512GB
Laptop,Vivo,EF5768F6,Thousand American only attention unit oil capital new along along population put.,12125,2023-05-15,2023-06-29,7,Gary Webb,Ruizport,West,i5,i5,12GB,256GB,256GB
Laptop,Dell,E5064AF9,Food environment listen compare occur success your according side.,126972,2024-03-01,2024-04-07,10,Beverly Gonzales,Johnville,East,Ryzen 7,Ryzen 7,4GB,256GB,2TB
Mobile Phone,Samsung,9708ADB9,Suggest test discuss decide interview usually section will next.,191021,2025-01-22,2025-02-17,5,Rachel Collins,East Pennyborough,East,N/A,Samsung Exynos,8GB,128GB,N/A
Laptop,Motorola,63332D1D,Attack member hour something to play.,42854,2023-09-23,2023-10-26,9,Dr. Robert Payne MD,East Kimberg,South,i3,i3,4GB,1TB,2TB
Laptop,Motorola,82AF498D,Yes imagine west little education debate all court on marriage.,132758,2024-10-17,2024-12-05,2,Robert Sawyer Jr.,South Paulaside,Central,i7,i7,32GB,1TB,512GB
Laptop,Sony,EC903596,Benefit provide right seem for memory sell provide per size.,107579,2023-07-09,2023-08-11,6,Mark Schroeder,West Jamesberg,North,i5,i5,8GB,512GB,256GB
Laptop,iQOO,725D608D,Police example moment determine bring child each commercial.,26841,2024-11-10,2024-11-24,4,Jason Perez,North Christopherfort,North,i3,i3,12GB,128GB,256GB
Mobile Phone,Acer,5A98DE64,Day door these score you party order energy collection current avoid performance.,162764,2023-11-25,2023-12-11,10,Wendy Calhoun,Port Josephmouth,Central,N/A,Snapdragon 7 Gen,16GB,512GB,N/A
Mobile Phone,Vivo,0F2D9A42,Artist better born under entire language she third mission mouth change property several.,138801,2024-02-13,2024-03-27,9,Michael Munoz,Mitchellburgh,South,N/A,MediaTek Dimensity,16GB,1TB,N/A
Mobile Phone,iQOO,97690385,Specific company simple low late down quality food yard event agent.,122548,2023-11-11,2023-12-30,1,Lisa Anthony,Lake Madeline,South,N/A,Samsung Exynos,6GB,512GB,N/A
Mobile Phone,Huawei,876FDFBD,Without floor PM control worker as.,7139,2024-05-24,2024-05-30,8,Tammy Oliver,Lake Annette,Central,N/A,Snapdragon 7s,32GB,512GB,N/A
Laptop,OnePlus,D82D8E7F,Everyone forget green run center door everybody officer system give usually.,136423,2023-04-24,2023-04-30,5,Jennifer Hunt,Deanfort,North,i5,i5,4GB,128GB,2TB
Laptop,Asus,407B3692,Century beyond past I writer identify power public month these rest.,175352,2025-02-19,2025-04-16,2,Robert Sweeney,West Brandy,West,i9,i9,32GB,128GB,1TB
Mobile Phone,Toshiba,40A7A570,Hundred provide history wall author travel moment.,88212,2023-08-10,2023-09-22,3,Amanda Lawson,Tanyachester,North,N/A,Snapdragon 7 Gen,12GB,256GB,N/A
Laptop,Asus,08EC3843,Voice drug focus town last ability foot.,161091,2023-10-08,2023-11-17,4,Bradley Foster,South Gabrielville,East,Ryzen 9,Ryzen 9,4GB,128GB,256GB
Mobile Phone,Motorola,57ACF0C0,Glass rich get sound probably no weight direction sit PM anyone north.,67421,2024-01-17,2024-01-25,4,Christine Matthews,Port Darleneland,Central,N/A,Snapdragon 8 Gen,12GB,1TB,N/A
Laptop,Lenovo,38147FEC,Crime generation democratic mother minute collection course play large thousand.,92777,2023-10-16,2023-10-24,9,Tami Clay,Andersonburgh,Central,i7,i7,12GB,1TB,256GB
Mobile Phone,Asus,C985FC4E,Speak relate large strategy visit investment prevent administration anyone town take letter.,116320,2023-04-28,2023-06-22,3,Karen Harris,North Jasonborough,South,N/A,MediaTek Helio,6GB,64GB,N/A
Mobile Phone,Samsung,46775291,You everything Congress behind movement will every.,124392,2023-11-23,2023-12-26,3,Desiree Smith,New Jessica,East,N/A,Snapdragon 7 Gen,8GB,64GB,N/A
Laptop,Realme,6EC05C29,Result market end any here star attack lead yourself.,155682,2023-06-24,2023-07-19,5,Carol White,Lake Patrick,Central,Ryzen 5,Ryzen 5,8GB,128GB,256GB
Mobile Phone,Google,0C8EF536,Artist second forget represent we care pull check spend.,51145,2023-08-13,2023-08-14,5,Deborah Johnson,New Tracy,Central,N/A,Snapdragon 8 Gen,32GB,64GB,N/A
Mobile Phone,Toshiba,6E8FAF1E,Property over long time south few road physical training interview seat.,199529,2023-12-23,2024-01-06,7,Laura Young,Booneshire,East,N/A,MediaTek Dimensity,12GB,256GB,N/A
Laptop,Apple,A74D83A1,Before space when article treatment ago rather.,158331,2024-09-13,2024-10-14,2,Michael Alvarado,Lake Victoria,North,Ryzen 7,Ryzen 7,32GB,64GB,256GB
Mobile Phone,Acer,60758FA7,Fall hold note or lot black.,34368,2023-10-20,2023-10-28,9,Joseph Chapman,Gatesview,South,N/A,Snapdragon 7s,16GB,256GB,N/A
Laptop,Dell,8F3EB226,Tax once suffer building subject reflect story field national.,60835,2024-01-30,2024-02-18,8,Malik Daniels,Lake Alexton,Central,i9,i9,6GB,128GB,1TB
Mobile Phone,Apple,0F2117F9,Mind reduce political those state wrong seat plant player movie.,109631,2024-07-16,2024-09-09,1,Dr. Brenda Wall,North Sonyafort,North,N/A,Snapdragon 7 Gen,32GB,64GB,N/A
Mobile Phone,Vivo,4C71A570,Begin fear sound hit discussion foot tonight light charge party.,123865,2024-12-22,2025-02-03,1,Angela Sharp,Ericside,South,N/A,Snapdragon 7s,32GB,128GB,N/A
Mobile Phone,Lenovo,62EF9E2F,Whether computer cultural hear security build suddenly specific opportunity similar station key.,95185,2023-12-31,2024-01-28,2,Gary Thompson,New Garyberg,North,N/A,Snapdragon 7s,12GB,64GB,N/A
Mobile Phone,Redmi,B8D2D2CB,Student although husband member somebody actually job determine hotel.,109799,2023-05-14,2023-06-02,5,Martin Burke,Jameschester,West,N/A,Samsung Exynos,32GB,512GB,N/A
Laptop,Apple,D1F06EC8,Anyone heart medical three cell establish condition game machine career opportunity evidence.,66666,2025-01-21,2025-03-08,2,Melissa Howell PhD,Phillipstad,North,i3,i3,12GB,256GB,256GB
Laptop,OnePlus,67E72BE8,Crime seem series right require television human.,17313,2024-03-10,2024-03-20,2,Becky Moore,Whitemouth,North,Ryzen 3,Ryzen 3,12GB,64GB,2TB
Mobile Phone,Lenovo,487B0EFE,Daughter production onto all base manage work though benefit because officer total similar.,174790,2024-03-28,2024-04-12,9,Mary Williams,Munozton,South,N/A,Samsung Exynos,8GB,64GB,N/A
Mobile Phone,iQOO,8DD1A5AB,Maintain ball knowledge open similar sort game cup different.,37790,2023-12-31,2024-01-23,8,Mary Barnes DVM,Jessicachester,North,N/A,Apple A-Series,32GB,128GB,N/A
Laptop,Samsung,3DE07193,Speak save something seem police wind bag.,59199,2025-01-02,2025-02-21,3,Michelle Livingston,Jonathantown,East,Ryzen 5,Ryzen 5,6GB,512GB,512GB
Laptop,Samsung,7E73E72C,Either political south culture because thousand perhaps economic site reach kid same many.,159177,2023-09-18,2023-09-29,1,Rachael Daugherty,East Samanthachester,West,Ryzen 7,Ryzen 7,12GB,512GB,2TB
Laptop,Lenovo,7427949B,Then bar example resource big station include information no.,80933,2024-11-30,2025-01-13,10,Matthew Estrada,Gregorymouth,West,i5,i5,32GB,512GB,2TB
Mobile Phone,HP,2E0373EF,Report rise if watch arm name girl stop he anything central probably.,72207,2023-09-08,2023-10-11,2,Randy Nelson,South Derekside,Central,N/A,Samsung Exynos,16GB,512GB,N/A
Mobile Phone,Sony,E1BD4B47,Bad imagine democratic different year Congress here quite number possible matter why.,34213,2023-05-26,2023-06-17,7,Caleb Rodriguez,South Wendy,East,N/A,MediaTek Helio,4GB,128GB,N/A
Mobile Phone,Motorola,A8C2C108,Form against type energy plan some thousand this require.,91456,2024-02-27,2024-03-04,4,Jessica Torres,Ramirezhaven,West,N/A,Apple A-Series,8GB,64GB,N/A
Mobile Phone,Samsung,4CD4BD77,Affect drop couple information including move give new society.,163178,2023-05-04,2023-05-29,9,Katrina Gonzales,West Jennifer,East,N/A,Apple A-Series,16GB,256GB,N/A
Laptop,Acer,44A78DFD,Structure teach first cell nor human Congress believe upon color late consumer.,12296,2024-04-26,2024-05-22,5,Benjamin Frank,New Jessica,East,i7,i7,12GB,64GB,2TB
Laptop,Apple,CE62C210,Important whole learn rise relationship leader television hard ground ahead above.,180390,2023-12-06,2024-01-17,4,Megan Cline,New Jacob,East,i7,i7,12GB,256GB,256GB
Laptop,Dell,7B98A714,Surface staff player minute at light age over rule account prepare wide.,31455,2023-12-09,2024-01-17,1,Diane Romero,Dominiqueside,West,Ryzen 3,Ryzen 3,12GB,64GB,256GB
Laptop,Dell,FB5EA77F,Team start here free direction feel section experience full put left old.,86382,2024-06-20,2024-06-22,5,Ashley Miller,North Baileyport,West,i3,i3,32GB,1TB,256GB
Laptop,Microsoft,733D0452,Concern well data far list draw hundred especially else fact animal.,180712,2024-04-19,2024-04-25,4,Phillip Malone,South Brandonfort,South,i5,i5,8GB,128GB,2TB
Mobile Phone,OnePlus,893EBBDC,Ahead use at instead family close.,67725,2023-04-22,2023-06-05,3,Michael Floyd,Middletonmouth,West,N/A,Apple A-Series,4GB,128GB,N/A
Laptop,Nokia,776ACF48,Cup various several young just science moment fear nation least event too need.,147373,2023-06-05,2023-06-23,7,Jesus Bryant,West Adamton,West,i9,i9,8GB,64GB,512GB
Laptop,Huawei,6A45EB18,Perhaps trouble able economic bill quality value.,40822,2024-01-21,2024-01-24,4,Kevin King,Frankberg,Central,i3,i3,16GB,512GB,256GB
Mobile Phone,Motorola,694BD225,Her hard show read back artist agency.,109737,2024-12-23,2025-02-13,5,Ronald Williams,West Katietown,Central,N/A,MediaTek Dimensity,16GB,64GB,N/A
Laptop,Microsoft,FA9E4F9B,You friend former should themselves choose interest assume hot who seem.,101836,2024-02-22,2024-03-02,8,Lauren Foster,North Robertland,West,i5,i5,6GB,512GB,256GB
Mobile Phone,Oppo,D5C54EBC,List can film be fly certain debate property everything news scene subject manage.,112268,2024-02-25,2024-03-26,6,Laura Nielsen,South Christinahaven,South,N/A,Snapdragon 7s,8GB,128GB,N/A
Laptop,Vivo,6225F279,And maybe themselves might although heavy economy.,112314,2023-10-30,2023-12-09,4,Alexandria Salazar,Shannonland,South,Ryzen 3,Ryzen 3,6GB,64GB,2TB
Mobile Phone,Nokia,826AD331,Trip option talk beat either name place street.,66838,2023-09-19,2023-09-29,5,Jennifer Jones,Hansenport,South,N/A,MediaTek Helio,16GB,1TB,N/A
Laptop,iQOO,DE6ECE7A,Hit road test describe long such middle week discuss play when.,175615,2025-03-12,2025-04-10,8,Lisa Smith,Diazfort,West,i5,i5,12GB,512GB,512GB
Laptop,iQOO,BDE4667D,Cultural general actually charge defense how establish.,168206,2025-01-21,2025-02-09,4,Steven Fleming,Larsenbury,Central,i9,i9,16GB,64GB,256GB
Mobile Phone,Motorola,F2697D43,Girl term future understand require clear company international report catch official because behavior.,13616,2024-06-08,2024-07-26,6,Meghan Scott,Lindsayfort,East,N/A,MediaTek Dimensity,8GB,1TB,N/A
Laptop,Motorola,D2088E70,Game example year long shake customer my prepare way.,87724,2025-02-15,2025-03-11,7,William Hernandez,Derekburgh,West,i3,i3,16GB,64GB,2TB
Mobile Phone,Acer,664327B4,Important yard big degree side officer friend charge somebody response simply.,44158,2025-01-13,2025-03-09,8,Sharon Johnson,East Kyle,North,N/A,MediaTek Helio,8GB,1TB,N/A
Laptop,Nokia,6BCF9145,Summer seek inside he important since from.,64789,2024-08-05,2024-08-09,4,Kiara Mason,West Ann,West,i9,i9,8GB,256GB,512GB
Mobile Phone,Toshiba,F9879DAA,Republican public area firm something business through stop economic.,127011,2023-11-26,2024-01-09,10,Jason Hickman,Patriciaside,North,N/A,Snapdragon 7s,6GB,256GB,N/A
Mobile Phone,Sony,F346BD9D,Modern activity option way I conference throw artist new seem.,71437,2024-05-05,2024-06-19,9,William Lewis Jr.,Johnsontown,West,N/A,Snapdragon 8 Gen,8GB,256GB,N/A
Mobile Phone,Microsoft,CF4C9154,Nation include condition audience writer staff president.,151028,2024-08-25,2024-08-31,10,Jennifer Sharp,Davismouth,East,N/A,MediaTek Helio,6GB,256GB,N/A
Mobile Phone,HP,E5ACC336,Attack feel left each focus too party economy clear central contain recently.,151733,2024-12-16,2025-02-01,5,Kurt Price,Scottport,South,N/A,MediaTek Helio,4GB,1TB,N/A
Laptop,Samsung,BCAC8637,Such her political conference film situation lot.,76583,2023-04-05,2023-04-26,6,Robert Ryan,Hernandezside,East,Ryzen 7,Ryzen 7,12GB,128GB,256GB
Mobile Phone,Realme,3FCCE194,Family dinner order six spring experience lawyer job listen.,130441,2023-06-10,2023-07-22,9,Kayla Ochoa,East Williamtown,North,N/A,Snapdragon 8 Gen,8GB,128GB,N/A
Mobile Phone,Samsung,922257A9,Individual area top money different beautiful ball old.,79690,2024-04-29,2024-06-01,5,Jeffrey Johnson,Lake Jacobborough,South,N/A,Snapdragon 8 Gen,8GB,1TB,N/A
Laptop,Realme,2801DFCE,Conference though single the yourself sure seven charge successful under.,81398,2025-02-12,2025-03-07,6,Shirley Martinez,East Heatherside,North,Ryzen 5,Ryzen 5,4GB,128GB,1TB
Mobile Phone,Lenovo,1785EA76,Former pressure cultural side first stand risk strategy.,188381,2024-02-15,2024-02-26,10,Amy Mercer,West Thomaston,South,N/A,Snapdragon 7 Gen,16GB,512GB,N/A
Laptop,Sony,F673ADBF,Major particular develop present wide pick trade.,18446,2023-05-26,2023-07-02,1,Anthony Rogers MD,New Trevortown,East,i9,i9,6GB,128GB,256GB
Mobile Phone,Motorola,EDFCCE88,Camera institution beautiful choose career machine push range my treat brother we.,57670,2023-07-12,2023-08-31,6,Cynthia Carson,Karenton,South,N/A,MediaTek Helio,32GB,1TB,N/A
Laptop,Asus,DA0C0E07,Leg coach stage mind article return.,15081,2023-08-09,2023-08-20,7,Richard Clark,Vickiburgh,Central,Ryzen 7,Ryzen 7,32GB,1TB,256GB
Laptop,Realme,1A49310B,Key hard ever claim science race character computer.,134619,2025-01-26,2025-03-18,9,Benjamin Diaz,Port Ashleyview,Central,Ryzen 7,Ryzen 7,4GB,128GB,1TB
Laptop,Oppo,9CE1FDEE,Establish number life article want current nice hotel example message nice partner.,183582,2023-10-28,2023-11-13,4,Samantha Walton,Lewismouth,South,Ryzen 7,Ryzen 7,32GB,1TB,1TB
Laptop,OnePlus,47D05CD3,Mouth leave turn under yourself challenge treat.,108911,2023-10-27,2023-12-03,8,Chelsea Schultz,Grayfurt,North,i7,i7,32GB,64GB,2TB
Mobile Phone,Realme,A1BD8B95,Song next trip say serve push behavior set actually evidence.,43983,2023-10-12,2023-11-30,2,Melissa Roberts,Sullivanfurt,North,N/A,MediaTek Dimensity,6GB,1TB,N/A
Laptop,Vivo,A663F8BB,Within old card fund recently gun able tell perform.,20102,2024-11-26,2024-12-09,9,Jill Davis,Mooreshire,Central,Ryzen 5,Ryzen 5,12GB,256GB,1TB
Laptop,Oppo,AD8D8F2F,Find home weight kid man fight up one listen deal.,142431,2024-07-11,2024-07-30,2,Angela Black,Thompsonmouth,East,i5,i5,6GB,64GB,256GB
Laptop,Apple,783E33E5,Reason require nearly generation employee short late four administration.,160229,2023-09-18,2023-09-24,5,Dwayne Brown,Angelaview,East,i5,i5,8GB,256GB,512GB
Laptop,Oppo,0180EB85,Spend along seek term us control recent they month staff mouth tell respond unit.,57847,2024-07-17,2024-08-03,8,Chris Hickman,Reneemouth,West,i5,i5,8GB,256GB,2TB
Laptop,Huawei,3A76589D,Lay again degree lead both machine.,147632,2023-05-03,2023-07-01,9,Jonathan Snyder,Lake Rebeccamouth,South,Ryzen 3,Ryzen 3,32GB,1TB,1TB
Laptop,Lenovo,E25DDF28,Free me pressure Mrs truth sell cost despite southern peace simply detail involve.,191697,2024-01-10,2024-01-22,7,Ronnie Lynch,East Christopherchester,South,Ryzen 5,Ryzen 5,4GB,128GB,2TB
Mobile Phone,Nokia,019A6CD5,Part part traditional father choice trip notice nearly far democratic training about stand.,51210,2025-01-30,2025-03-01,5,Jennifer Hendricks,Harrishaven,North,N/A,Samsung Exynos,12GB,256GB,N/A
Laptop,Acer,368F883A,Deal move good face live thought community toward operation consider leg bill industry.,142811,2024-11-24,2024-11-29,2,Jennifer Watson,North Johnbury,South,Ryzen 9,Ryzen 9,6GB,256GB,1TB
Laptop,Samsung,72B41892,Him rest nature audience we culture line hotel guy place.,42436,2023-06-20,2023-07-26,9,Brittany Moran,East Ernest,Central,i7,i7,4GB,64GB,1TB
Mobile Phone,Asus,621B6C99,Compare per study number interest admit responsibility political condition person.,136784,2024-10-22,2024-10-23,5,Stephanie Hunt,East Jeffreyville,North,N/A,Snapdragon 8 Gen,12GB,128GB,N/A
Laptop,Redmi,D9210670,Send fly low care result ask consider model energy wish forward explain performance.,29754,2025-01-06,2025-01-13,6,Michael Williams,Lake Paulshire,South,Ryzen 3,Ryzen 3,4GB,512GB,256GB
Mobile Phone,Vivo,7DA799DE,West effect just time wide impact some bit finally court.,92312,2024-02-16,2024-04-14,10,Kimberly Myers,Ginachester,East,N/A,Snapdragon 8 Gen,32GB,128GB,N/A
Mobile Phone,Google,2CD995EA,During lot plant unit goal coach job style thing direction trial peace.,192679,2023-09-04,2023-10-14,7,Kyle Gonzalez,South Michaelbury,South,N/A,MediaTek Helio,8GB,128GB,N/A
Mobile Phone,Realme,B88B5F27,Executive character season first daughter eye voice operation very lay surface.,54493,2024-09-22,2024-11-19,9,Tyler Shannon,North Wesley,West,N/A,MediaTek Helio,8GB,64GB,N/A
Laptop,Dell,97D99AE5,History one relate light her sit town focus might program.,157304,2024-03-07,2024-04-17,3,Christopher Henderson,Christinaport,Central,Ryzen 7,Ryzen 7,12GB,128GB,256GB
Laptop,HP,1B491C5C,Nation score fast system base reality office girl community draw ever oil produce candidate.,26024,2023-10-24,2023-12-22,8,Roger Meadows,East Annefurt,North,Ryzen 3,Ryzen 3,6GB,128GB,2TB
Mobile Phone,HP,EDFDF2A5,Expect nor about left never federal respond try adult last not.,14912,2023-10-30,2023-11-26,4,Andrew Ruiz,Warrenberg,North,N/A,MediaTek Helio,8GB,128GB,N/A
Laptop,OnePlus,E53A1B19,Scientist cause attention dinner budget money manage star experience role.,49626,2023-11-24,2023-12-24,7,Brianna Woods,Port Lisa,Central,i9,i9,32GB,128GB,2TB
Mobile Phone,Acer,046802B0,Improve hour role line television challenge near social.,22141,2024-07-28,2024-09-13,8,Katherine Wilson,Port Nancyhaven,North,N/A,Snapdragon 8 Gen,4GB,256GB,N/A
Laptop,Toshiba,497B11BE,Suggest respond court outside investment special method adult note.,7130,2025-02-14,2025-03-09,2,Nicole Mitchell,Lake Eric,West,Ryzen 7,Ryzen 7,4GB,512GB,2TB
Laptop,Huawei,112DD22A,Major pick whether sing grow the school lose interview.,106635,2023-11-21,2023-12-30,8,Laura Rogers,New Eugenechester,Central,i7,i7,8GB,1TB,512GB
Laptop,Lenovo,28667CE5,Another product be kind although development season middle he company land.,35847,2023-07-26,2023-09-20,9,Christine Anderson,New Christinaville,North,i5,i5,12GB,256GB,256GB
Laptop,Acer,58FAB312,Information drop kind candidate first successful maybe hard.,61910,2024-03-03,2024-05-02,4,Terry Hunter,North Dean,North,i5,i5,12GB,128GB,256GB
Laptop,Oppo,7862198D,Occur compare enter raise itself event soon ability eight up inside star.,176137,2025-02-18,2025-03-11,1,Ronald Moore,Davidberg,West,i9,i9,12GB,512GB,2TB
Mobile Phone,Redmi,30ED5CED,Decade civil foot measure moment degree.,132202,2023-05-09,2023-07-03,6,Matthew Henson,East Ronald,South,N/A,Apple A-Series,8GB,256GB,N/A
Laptop,Oppo,E3CDFF4C,Player determine system age process executive.,71800,2024-01-14,2024-02-27,8,Richard Johnson,North Beth,South,Ryzen 3,Ryzen 3,8GB,256GB,256GB
Laptop,Microsoft,6C0D6BED,Compare poor choice then once possible.,116862,2023-10-19,2023-11-23,1,Shelly Martin,East Lauren,Central,Ryzen 5,Ryzen 5,12GB,512GB,256GB
Mobile Phone,Sony,2F6EBBD1,House your another often thought reflect nothing play allow heavy listen bring.,13877,2025-03-14,2025-04-12,10,Dominic Williams,Port Steventon,West,N/A,Snapdragon 7s,6GB,512GB,N/A
